,FIPS,FIPS_NUM,COUNTY_NAME,STATE,UIC_NUMBER,UIC_GROUP,MEDICARE_ENROLL,POPESTIMATE,PHARMA_COUNT,ENERGY_RES,ENERGY_COM,ENERGY_IND,ENERGY_TTL,MEDICARE_RATE,RESIDENTIAL_RATE,MEDICARE_BIN,RESIDENTIAL_BIN,BIVARIATE_BIN
2180,40099,40099,Murray County,OK,9,Nonmetro,3203,13904,1,80193.0,63086.0,25429.0,168708.0,0.23,0.475,B,3,B3
1066,21147,21147,McCreary County,KY,10,Nonmetro,3883,16888,1,91254.0,17787.0,13200.0,122241.0,0.23,0.747,B,3,B3
721,18049,18049,Fulton County,IN,9,Nonmetro,4703,20480,4,94113.0,49053.0,226076.0,369242.0,0.23,0.255,B,1,B1
449,13127,13127,Glynn County,GA,2,Metro,19421,84499,12,470062.0,445723.0,123961.0,1039746.0,0.23,0.452,B,3,B3
1003,21021,21021,Boyle County,KY,8,Nonmetro,7053,30614,5,151216.0,143175.0,174362.0,468753.0,0.23,0.323,B,2,B2
2599,48153,48153,Floyd County,TX,6,Nonmetro,1244,5402,0,28468.0,30255.0,51570.0,110293.0,0.23,0.258,B,1,B1
1953,37127,37127,Nash County,NC,2,Metro,21837,94970,12,628740.0,829802.0,708680.0,2167222.0,0.23,0.29,B,1,B1
2339,45047,45047,Greenwood County,SC,5,Nonmetro,15956,69351,6,401540.0,320490.0,341013.0,1063043.0,0.23,0.378,B,2,B2
1732,31157,31157,Scotts Bluff County,NE,8,Nonmetro,8285,36084,3,174371.0,34123.0,53270.0,261764.0,0.23,0.666,B,3,B3
1361,27095,27095,Mille Lacs County,MN,1,Metro,6087,26459,2,100728.0,110377.0,83789.0,294894.0,0.23,0.342,B,2,B2
1636,30077,30077,Powell County,MT,6,Nonmetro,1597,6946,1,18096.0,41721.0,65898.0,125715.0,0.23,0.144,B,1,B1
2328,45025,45025,Chesterfield County,SC,4,Nonmetro,9935,43273,5,271332.0,120434.0,506787.0,898553.0,0.23,0.302,B,1,B1
2720,48395,48395,Robertson County,TX,2,Metro,3860,16757,1,92825.0,46306.0,69910.0,209041.0,0.23,0.444,B,3,B3
1561,29157,29157,Perry County,MO,6,Nonmetro,4363,18956,2,82252.0,53711.0,53803.0,189766.0,0.23,0.433,B,2,B2
237,06103,6103,Tehama County,CA,5,Nonmetro,15153,65829,1,167642.0,88706.0,294006.0,550354.0,0.23,0.305,B,1,B1
986,20197,20197,Wabaunsee County,KS,2,Metro,1580,6877,0,31827.0,11194.0,30590.0,73611.0,0.23,0.432,B,2,B2
1310,26159,26159,Van Buren County,MI,2,Metro,17362,75587,10,256638.0,215128.0,154538.0,626304.0,0.23,0.41,B,2,B2
381,12123,12123,Taylor County,FL,6,Nonmetro,5003,21796,4,110871.0,49339.0,39231.0,199441.0,0.23,0.556,B,3,B3
2079,39073,39073,Hocking County,OH,1,Metro,6438,28050,4,156281.0,54353.0,65810.0,276444.0,0.23,0.565,B,3,B3
1043,21101,21101,Henderson County,KY,2,Metro,10283,44793,5,263658.0,147074.0,445204.0,855936.0,0.23,0.308,B,1,B1
427,13083,13083,Dade County,GA,2,Metro,3740,16251,1,84380.0,77340.0,40212.0,201932.0,0.23,0.418,B,2,B2
480,13189,13189,McDuffie County,GA,2,Metro,4977,21632,4,125587.0,70370.0,243619.0,439576.0,0.23,0.286,B,1,B1
2704,48363,48363,Palo Pinto County,TX,3,Nonmetro,6539,28409,2,138800.0,122168.0,134401.0,395369.0,0.23,0.351,B,2,B2
1054,21123,21123,Larue County,KY,2,Metro,3424,14867,2,86023.0,26249.0,60013.0,172285.0,0.23,0.499,B,3,B3
1973,37167,37167,Stanly County,NC,3,Nonmetro,14291,62504,7,376198.0,258974.0,239393.0,874565.0,0.229,0.43,B,2,B2
588,16075,16075,Payette County,ID,5,Nonmetro,5804,25386,2,110537.0,58013.0,234502.0,403052.0,0.229,0.274,B,1,B1
193,06015,6015,Del Norte County,CA,8,Nonmetro,6365,27743,2,99454.0,87801.0,10145.0,197400.0,0.229,0.504,B,3,B3
2223,41031,41031,Jefferson County,OR,6,Nonmetro,5611,24502,2,94028.0,56338.0,458733.0,609099.0,0.229,0.154,B,1,B1
1709,31111,31111,Lincoln County,NE,8,Nonmetro,7949,34676,4,178806.0,153059.0,77333.0,409198.0,0.229,0.437,B,2,B2
3031,54077,54077,Preston County,WV,2,Metro,7842,34216,3,140647.0,99153.0,110932.0,350732.0,0.229,0.401,B,2,B2
1566,29167,29167,Polk County,MO,2,Metro,7218,31519,5,150975.0,94009.0,26921.0,271905.0,0.229,0.555,B,3,B3
2130,39175,39175,Wyandot County,OH,9,Nonmetro,5018,21900,2,109545.0,51549.0,280233.0,441327.0,0.229,0.248,B,1,B1
1852,36049,36049,Lewis County,NY,6,Nonmetro,6085,26582,0,43332.0,18542.0,75087.0,136961.0,0.229,0.316,B,1,B1
1987,37195,37195,Wilson County,NC,3,Nonmetro,18032,78784,11,550891.0,451823.0,934083.0,1936797.0,0.229,0.284,B,1,B1
21,01043,1043,Cullman County,AL,3,Nonmetro,20114,87866,19,489423.0,398736.0,630151.0,1518310.0,0.229,0.322,B,2,B2
2025,38071,38071,Ramsey County,ND,11,Nonmetro,2658,11605,2,58500.0,159377.0,40907.0,258784.0,0.229,0.226,B,1,B1
1128,22031,22031,De Soto Parish,LA,2,Metro,6131,26812,2,155944.0,62599.0,29183.0,247726.0,0.229,0.63,B,3,B3
2283,42079,42079,Luzerne County,PA,2,Metro,74652,325594,17,1257828.0,1727853.0,1619164.0,4604845.0,0.229,0.273,B,1,B1
1360,27093,27093,Meeker County,MN,4,Nonmetro,5363,23400,1,114269.0,56863.0,89957.0,261089.0,0.229,0.438,B,2,B2
1044,21103,21103,Henry County,KY,1,Metro,3589,15678,2,93543.0,31250.0,13813.0,138606.0,0.229,0.675,B,3,B3
2147,40033,40033,Cotton County,OK,2,Metro,1263,5527,0,40644.0,14320.0,7887.0,62851.0,0.229,0.647,B,3,B3
1479,28157,28157,Wilkinson County,MS,7,Nonmetro,1968,8587,1,47725.0,19922.0,29406.0,97053.0,0.229,0.492,B,3,B3
673,17157,17157,Randolph County,IL,4,Nonmetro,6898,30163,4,149669.0,155272.0,201832.0,506773.0,0.229,0.295,B,1,B1
595,17001,17001,Adams County,IL,8,Nonmetro,15047,65737,6,295948.0,370715.0,223890.0,890553.0,0.229,0.332,B,2,B2
292,08095,8095,Phillips County,CO,10,Nonmetro,1039,4530,0,18780.0,9901.0,56455.0,85136.0,0.229,0.221,B,1,B1
1900,37021,37021,Buncombe County,NC,2,Metro,61740,269452,40,1137654.0,1557388.0,533711.0,3228753.0,0.229,0.352,B,2,B2
2951,51820,51820,Waynesboro city,VA,2,Metro,5073,22196,3,104427.0,0.0,126971.0,231398.0,0.229,0.451,B,3,B3
1416,28031,28031,Covington County,MS,6,Nonmetro,4202,18340,2,107340.0,57303.0,77494.0,242137.0,0.229,0.443,B,3,B3
768,18143,18143,Scott County,IN,1,Metro,5577,24384,2,140106.0,47739.0,119444.0,307289.0,0.229,0.456,B,3,B3
1547,29129,29129,Mercer County,MO,12,Nonmetro,810,3538,1,17130.0,6795.0,7224.0,31149.0,0.229,0.55,B,3,B3
339,12041,12041,Gilchrist County,FL,2,Metro,4093,17864,0,82860.0,21981.0,16370.0,121211.0,0.229,0.684,B,3,B3
2477,47099,47099,Lawrence County,TN,3,Nonmetro,10091,44159,3,252308.0,144468.0,59553.0,456329.0,0.229,0.553,B,3,B3
283,08077,8077,Mesa County,CO,2,Metro,35713,155703,15,469533.0,421884.0,386655.0,1278072.0,0.229,0.367,B,2,B2
1823,35053,35053,Socorro County,NM,6,Nonmetro,3794,16595,1,30431.0,54954.0,54161.0,139546.0,0.229,0.218,B,1,B1
145,05069,5069,Jefferson County,AR,2,Metro,15420,67260,13,365502.0,276335.0,473434.0,1115271.0,0.229,0.328,B,2,B2
2082,39079,39079,Jackson County,OH,8,Nonmetro,7492,32653,5,176152.0,80272.0,278633.0,535057.0,0.229,0.329,B,2,B2
2584,48123,48123,DeWitt County,TX,6,Nonmetro,4536,19824,1,103399.0,104099.0,121328.0,328826.0,0.229,0.314,B,1,B1
2737,48429,48429,Stephens County,TX,11,Nonmetro,2083,9101,1,48611.0,48431.0,244055.0,341097.0,0.229,0.143,B,1,B1
2115,39145,39145,Scioto County,OH,5,Nonmetro,16900,74008,9,413407.0,308104.0,116822.0,838333.0,0.228,0.493,B,3,B3
680,17171,17171,Scott County,IL,8,Nonmetro,1127,4949,0,24874.0,9691.0,11484.0,46049.0,0.228,0.54,B,3,B3
731,18069,18069,Huntington County,IN,5,Nonmetro,8363,36662,3,181897.0,83139.0,321472.0,586508.0,0.228,0.31,B,1,B1
34,01069,1069,Houston County,AL,2,Metro,24392,107202,18,602675.0,600750.0,672549.0,1875974.0,0.228,0.321,B,2,B2
841,19105,19105,Jones County,IA,2,Metro,4706,20646,1,86772.0,41842.0,65163.0,193777.0,0.228,0.448,B,3,B3
853,19129,19129,Mills County,IA,2,Metro,3300,14484,2,60972.0,16404.0,23802.0,101178.0,0.228,0.603,B,3,B3
2058,39031,39031,Coshocton County,OH,3,Nonmetro,8335,36612,1,162376.0,108449.0,697619.0,968444.0,0.228,0.168,B,1,B1
2061,39037,39037,Darke County,OH,5,Nonmetro,11831,51881,6,272758.0,149009.0,1709313.0,2131080.0,0.228,0.128,B,1,B1
2435,47015,47015,Cannon County,TN,1,Metro,3306,14506,1,90432.0,28903.0,12750.0,132085.0,0.228,0.685,B,3,B3
1041,21097,21097,Harrison County,KY,4,Nonmetro,4258,18692,4,104346.0,44804.0,518785.0,667935.0,0.228,0.156,B,1,B1
2066,39047,39047,Fayette County,OH,3,Nonmetro,6590,28951,3,152159.0,119546.0,132048.0,403753.0,0.228,0.377,B,2,B2
621,17053,17053,Ford County,IL,2,Metro,3090,13534,1,58826.0,55577.0,76878.0,191281.0,0.228,0.308,B,1,B1
1883,36111,36111,Ulster County,NY,2,Metro,41386,181851,4,544274.0,502063.0,96815.0,1143152.0,0.228,0.476,B,3,B3
2517,47179,47179,Washington County,TN,2,Metro,30260,133001,26,771486.0,864014.0,139285.0,1774785.0,0.228,0.435,B,2,B2
744,18095,18095,Madison County,IN,1,Metro,29621,130129,10,636083.0,556902.0,280535.0,1473520.0,0.228,0.432,B,2,B2
1996,38013,38013,Burke County,ND,10,Nonmetro,501,2201,0,12844.0,21207.0,27943.0,61994.0,0.228,0.207,B,1,B1
1846,36037,36037,Genesee County,NY,3,Nonmetro,13298,58388,2,93602.0,108630.0,79499.0,281731.0,0.228,0.332,B,2,B2
1338,27049,27049,Goodhue County,MN,3,Nonmetro,10846,47582,4,174206.0,105644.0,1695455.0,1975305.0,0.228,0.088,B,1,B1
2343,45055,45055,Kershaw County,SC,2,Metro,14893,65403,7,405709.0,200935.0,214253.0,820897.0,0.228,0.494,B,3,B3
2311,44001,44001,Bristol County,RI,1,Metro,11574,50793,4,143734.0,111239.0,18276.0,273249.0,0.228,0.526,B,3,B3
2293,42099,42099,Perry County,PA,2,Metro,10472,45842,1,217283.0,41248.0,103584.0,362115.0,0.228,0.6,B,3,B3
536,13303,13303,Washington County,GA,9,Nonmetro,4562,19988,2,110975.0,85152.0,220854.0,416981.0,0.228,0.266,B,1,B1
2054,39023,39023,Clark County,OH,2,Metro,31065,136001,13,579246.0,432190.0,189903.0,1201339.0,0.228,0.482,B,3,B3
963,20151,20151,Pratt County,KS,11,Nonmetro,2091,9157,3,34630.0,65968.0,47355.0,147953.0,0.228,0.234,B,1,B1
757,18121,18121,Parke County,IN,4,Nonmetro,3684,16156,0,88438.0,29953.0,51841.0,170232.0,0.228,0.52,B,3,B3
2983,53059,53059,Skamania County,WA,1,Metro,2744,12036,0,64458.0,51510.0,32807.0,148775.0,0.228,0.433,B,2,B2
983,20191,20191,Sumner County,KS,2,Metro,5092,22382,2,106069.0,111334.0,52786.0,270189.0,0.228,0.393,B,2,B2
998,21011,21011,Bath County,KY,5,Nonmetro,2910,12750,2,69276.0,18704.0,47383.0,135363.0,0.228,0.512,B,3,B3
512,13255,13255,Spalding County,GA,1,Metro,15320,67306,8,327115.0,220294.0,227299.0,774708.0,0.228,0.422,B,2,B2
954,20133,20133,Neosho County,KS,9,Nonmetro,3629,15904,3,74765.0,83025.0,138911.0,296701.0,0.228,0.252,B,1,B1
646,17103,17103,Lee County,IL,3,Nonmetro,7793,34145,2,126342.0,82484.0,294612.0,503438.0,0.228,0.251,B,1,B1
635,17081,17081,Jefferson County,IL,8,Nonmetro,8466,37113,6,194416.0,207180.0,563616.0,965212.0,0.228,0.201,B,1,B1
1377,27127,27127,Redwood County,MN,9,Nonmetro,3513,15425,2,70648.0,56911.0,119080.0,246639.0,0.228,0.286,B,1,B1
1770,33013,33013,Merrimack County,NH,3,Nonmetro,35133,153808,11,400869.0,383220.0,113397.0,897486.0,0.228,0.447,B,3,B3
867,19157,19157,Poweshiek County,IA,9,Nonmetro,4247,18662,3,77285.0,88744.0,108574.0,274603.0,0.228,0.281,B,1,B1
1001,21017,21017,Bourbon County,KY,2,Metro,4618,20252,4,117434.0,55954.0,82468.0,255856.0,0.228,0.459,B,3,B3
1243,26025,26025,Calhoun County,MI,2,Metro,30569,134310,21,423643.0,496511.0,1169995.0,2090149.0,0.228,0.203,B,1,B1
1860,36065,36065,Oneida County,NY,2,Metro,52727,232125,12,377867.0,495014.0,303000.0,1175881.0,0.227,0.321,B,2,B2
2078,39071,39071,Highland County,OH,4,Nonmetro,9843,43317,6,230809.0,88713.0,75963.0,395485.0,0.227,0.584,B,3,B3
1429,28057,28057,Itawamba County,MS,8,Nonmetro,5413,23863,1,141564.0,47433.0,45033.0,234030.0,0.227,0.605,B,3,B3
831,19085,19085,Harrison County,IA,2,Metro,3312,14582,0,73104.0,19600.0,37504.0,130208.0,0.227,0.561,B,3,B3
2108,39131,39131,Pike County,OH,9,Nonmetro,6139,27088,3,159395.0,270995.0,69710.0,500100.0,0.227,0.319,B,2,B2
2105,39125,39125,Paulding County,OH,6,Nonmetro,4276,18806,0,101854.0,29233.0,240615.0,371702.0,0.227,0.274,B,1,B1
987,20199,20199,Wallace County,KS,12,Nonmetro,343,1512,0,5868.0,5339.0,16960.0,28167.0,0.227,0.208,B,1,B1
1390,27153,27153,Todd County,MN,6,Nonmetro,5738,25262,1,100164.0,25590.0,198854.0,324608.0,0.227,0.309,B,1,B1
206,06041,6041,Marin County,CA,1,Metro,59672,262321,5,630329.0,810248.0,79667.0,1520244.0,0.227,0.415,B,2,B2
931,20087,20087,Jefferson County,KS,2,Metro,4168,18368,0,91309.0,38105.0,41625.0,171039.0,0.227,0.534,B,3,B3
782,18171,18171,Warren County,IN,7,Nonmetro,1920,8440,0,47143.0,12536.0,33117.0,92796.0,0.227,0.508,B,3,B3
106,04019,4019,Pima County,AZ,2,Metro,236500,1043433,113,4039681.0,2344584.0,1068846.0,7453111.0,0.227,0.542,B,3,B3
1127,22029,22029,Concordia Parish,LA,8,Nonmetro,4234,18687,1,116276.0,151173.0,83459.0,350908.0,0.227,0.331,B,2,B2
2803,49053,49053,Washington County,UT,2,Metro,40882,180279,23,585386.0,562600.0,51462.0,1199448.0,0.227,0.488,B,3,B3
3072,55049,55049,Iowa County,WI,2,Metro,5387,23709,3,87567.0,59060.0,71057.0,217684.0,0.227,0.402,B,2,B2
1700,31093,31093,Howard County,NE,2,Metro,1473,6475,0,42168.0,10554.0,42873.0,95595.0,0.227,0.441,B,2,B2
3078,55061,55061,Kewaunee County,WI,2,Metro,4661,20563,3,63706.0,56959.0,78055.0,198720.0,0.227,0.321,B,2,B2
1816,35039,35039,Rio Arriba County,NM,5,Nonmetro,9149,40363,3,79647.0,59714.0,92047.0,231408.0,0.227,0.344,B,2,B2
874,19171,19171,Tama County,IA,6,Nonmetro,3895,17135,3,73229.0,40251.0,163415.0,276895.0,0.227,0.264,B,1,B1
144,05067,5067,Jackson County,AR,6,Nonmetro,3810,16755,4,75491.0,61555.0,299574.0,436620.0,0.227,0.173,B,1,B1
495,13221,13221,Oglethorpe County,GA,2,Metro,3369,14825,0,87072.0,26487.0,42660.0,156219.0,0.227,0.557,B,3,B3
146,05071,5071,Johnson County,AR,9,Nonmetro,5852,25749,2,135413.0,68414.0,397484.0,601311.0,0.227,0.225,B,1,B1
1538,29111,29111,Lewis County,MO,8,Nonmetro,2277,10032,0,52064.0,20208.0,14617.0,86889.0,0.227,0.599,B,3,B3
1829,36003,36003,Allegany County,NY,9,Nonmetro,10530,46456,1,137188.0,65063.0,106531.0,308782.0,0.227,0.444,B,3,B3
124,05027,5027,Columbia County,AR,8,Nonmetro,5171,22801,4,133098.0,83117.0,674959.0,891174.0,0.227,0.149,B,1,B1
2603,48161,48161,Freestone County,TX,9,Nonmetro,4408,19435,1,108243.0,119876.0,66550.0,294669.0,0.227,0.367,B,2,B2
659,17129,17129,Menard County,IL,2,Metro,2793,12297,1,60759.0,35929.0,16021.0,112709.0,0.227,0.539,B,3,B3
1063,21141,21141,Logan County,KY,6,Nonmetro,6217,27432,4,158221.0,91457.0,510917.0,760595.0,0.227,0.208,B,1,B1
694,17199,17199,Williamson County,IL,2,Metro,15253,67153,8,353936.0,343619.0,668146.0,1365701.0,0.227,0.259,B,1,B1
586,16071,16071,Oneida County,ID,7,Nonmetro,1035,4564,0,19080.0,9134.0,33211.0,61425.0,0.227,0.311,B,1,B1
2957,53007,53007,Chelan County,WA,2,Metro,17955,79074,7,465488.0,381404.0,327157.0,1174049.0,0.227,0.396,B,2,B2
2158,40055,40055,Greer County,OK,9,Nonmetro,1245,5491,2,26960.0,11534.0,11618.0,50112.0,0.227,0.538,B,3,B3
2000,38021,38021,Dickey County,ND,10,Nonmetro,1135,4999,0,31218.0,43397.0,33438.0,108053.0,0.227,0.289,B,1,B1
707,18021,18021,Clay County,IN,2,Metro,6001,26466,3,167679.0,43623.0,88266.0,299568.0,0.227,0.56,B,3,B3
1668,31029,31029,Chase County,NE,12,Nonmetro,884,3893,1,20773.0,12948.0,25726.0,59447.0,0.227,0.349,B,2,B2
2423,46125,46125,Turner County,SD,2,Metro,1969,8673,0,46048.0,30468.0,79890.0,156406.0,0.227,0.294,B,1,B1
425,13079,13079,Crawford County,GA,2,Metro,2754,12130,0,72643.0,13135.0,21125.0,106903.0,0.227,0.68,B,3,B3
2586,48127,48127,Dimmit County,TX,6,Nonmetro,1952,8615,2,48076.0,47335.0,62223.0,157634.0,0.227,0.305,B,1,B1
311,09007,9007,Middlesex County,CT,1,Metro,37239,164245,17,579032.0,517733.0,304552.0,1401317.0,0.227,0.413,B,2,B2
1673,31039,31039,Cuming County,NE,9,Nonmetro,2045,9013,2,59794.0,16276.0,100858.0,176928.0,0.227,0.338,B,2,B2
1606,30017,30017,Custer County,MT,11,Nonmetro,2687,11867,2,42108.0,89410.0,24663.0,156181.0,0.226,0.27,B,1,B1
3093,55089,55089,Ozaukee County,WI,1,Metro,20715,91503,11,303400.0,300155.0,1165121.0,1768676.0,0.226,0.172,B,1,B1
2637,48229,48229,Hudspeth County,TX,2,Metro,724,3202,0,11901.0,7877.0,4843.0,24621.0,0.226,0.483,B,3,B3
914,20053,20053,Ellsworth County,KS,9,Nonmetro,1440,6376,0,24729.0,47943.0,28895.0,101567.0,0.226,0.243,B,1,B1
2281,42075,42075,Lebanon County,PA,2,Metro,32442,143257,5,550662.0,334086.0,941011.0,1825759.0,0.226,0.302,B,1,B1
1577,29187,29187,St. Francois County,MO,3,Nonmetro,15098,66922,11,378053.0,222279.0,105008.0,705340.0,0.226,0.536,B,3,B3
2022,38065,38065,Oliver County,ND,2,Metro,424,1877,0,9803.0,3805.0,27774.0,41382.0,0.226,0.237,B,1,B1
2334,45037,45037,Edgefield County,SC,2,Metro,5797,25657,0,134168.0,67445.0,207953.0,409566.0,0.226,0.328,B,2,B2
605,17021,17021,Christian County,IL,5,Nonmetro,7680,34032,3,148519.0,158536.0,3243244.0,3550299.0,0.226,0.042,B,1,B1
2124,39163,39163,Vinton County,OH,4,Nonmetro,2899,12800,1,73981.0,13710.0,26701.0,114392.0,0.226,0.647,B,3,B3
2918,51530,51530,Buena Vista city,VA,6,Nonmetro,1500,6641,1,32356.0,26517.0,26148.0,85021.0,0.226,0.381,B,2,B2
1107,21229,21229,Washington County,KY,9,Nonmetro,2721,12027,2,69797.0,29067.0,67650.0,166514.0,0.226,0.419,B,2,B2
2253,42019,42019,Butler County,PA,1,Metro,43739,193763,6,819911.0,668988.0,1652340.0,3141239.0,0.226,0.261,B,1,B1
828,19079,19079,Hamilton County,IA,6,Nonmetro,3401,15039,2,69092.0,39814.0,225938.0,334844.0,0.226,0.206,B,1,B1
893,20011,20011,Bourbon County,KS,4,Nonmetro,3252,14360,2,66327.0,56084.0,79123.0,201534.0,0.226,0.329,B,2,B2
1117,22009,22009,Avoyelles Parish,LA,6,Nonmetro,8962,39693,3,229434.0,127184.0,54951.0,411569.0,0.226,0.557,B,3,B3
348,12059,12059,Holmes County,FL,6,Nonmetro,4434,19653,0,97128.0,36648.0,10726.0,144502.0,0.226,0.672,B,3,B3
2171,40081,40081,Lincoln County,OK,1,Metro,7566,33458,1,187292.0,85415.0,113192.0,385899.0,0.226,0.485,B,3,B3
1177,23001,23001,Androscoggin County,ME,2,Metro,25097,111139,9,288298.0,388497.0,262296.0,939091.0,0.226,0.307,B,1,B1
1548,29131,29131,Miller County,MO,6,Nonmetro,5580,24722,4,131637.0,126221.0,20815.0,278673.0,0.226,0.472,B,3,B3
2865,51093,51093,Isle of Wight County,VA,1,Metro,8744,38606,3,227536.0,156545.0,2404131.0,2788212.0,0.226,0.082,B,1,B1
2450,47045,47045,Dyer County,TN,8,Nonmetro,8335,36801,5,237751.0,161732.0,141312.0,540795.0,0.226,0.44,B,2,B2
1746,31185,31185,York County,NE,6,Nonmetro,3195,14125,3,104439.0,34125.0,148140.0,286704.0,0.226,0.364,B,2,B2
386,12133,12133,Washington County,FL,6,Nonmetro,5693,25318,1,119389.0,53067.0,21570.0,194026.0,0.225,0.615,B,3,B3
2116,39147,39147,Seneca County,OH,5,Nonmetro,12379,55069,3,252145.0,233357.0,321839.0,807341.0,0.225,0.312,B,1,B1
2123,39161,39161,Van Wert County,OH,5,Nonmetro,6499,28931,2,145644.0,85443.0,228202.0,459289.0,0.225,0.317,B,1,B1
522,13275,13275,Thomas County,GA,5,Nonmetro,10321,45798,6,274338.0,347802.0,132606.0,754746.0,0.225,0.363,B,2,B2
253,08017,8017,Cheyenne County,CO,12,Nonmetro,393,1748,0,7278.0,17773.0,38343.0,63394.0,0.225,0.115,B,1,B1
1454,28107,28107,Panola County,MS,4,Nonmetro,7483,33208,4,198261.0,123426.0,65657.0,387344.0,0.225,0.512,B,3,B3
2903,51175,51175,Southampton County,VA,4,Nonmetro,4042,17996,0,117227.0,66879.0,30320.0,214426.0,0.225,0.547,B,3,B3
1605,30015,30015,Chouteau County,MT,7,Nonmetro,1324,5895,1,21010.0,16223.0,45813.0,83046.0,0.225,0.253,B,1,B1
2326,45021,45021,Cherokee County,SC,5,Nonmetro,12648,56216,3,324441.0,494128.0,688026.0,1506595.0,0.225,0.215,B,1,B1
796,19015,19015,Boone County,IA,5,Nonmetro,6010,26715,5,98643.0,79449.0,57788.0,235880.0,0.225,0.418,B,2,B2
1247,26033,26033,Chippewa County,MI,8,Nonmetro,8271,36785,4,100669.0,211791.0,22357.0,334817.0,0.225,0.301,B,1,B1
1161,22097,22097,St. Landry Parish,LA,5,Nonmetro,18531,82540,10,471892.0,623694.0,1327496.0,2423082.0,0.225,0.195,B,1,B1
534,13299,13299,Ware County,GA,8,Nonmetro,8151,36251,6,212544.0,192508.0,41355.0,446407.0,0.225,0.476,B,3,B3
1274,26087,26087,Lapeer County,MI,1,Metro,19900,88619,7,303283.0,267003.0,229589.0,799875.0,0.225,0.379,B,2,B2
2998,54011,54011,Cabell County,WV,2,Metro,21215,94350,19,511496.0,709170.0,576676.0,1797342.0,0.225,0.285,B,1,B1
2554,48063,48063,Camp County,TX,6,Nonmetro,2803,12464,2,69236.0,58875.0,16371.0,144482.0,0.225,0.479,B,3,B3
758,18123,18123,Perry County,IN,6,Nonmetro,4309,19170,1,83079.0,63353.0,659181.0,805613.0,0.225,0.103,B,1,B1
638,17087,17087,Johnson County,IL,6,Nonmetro,2995,13308,0,64888.0,33998.0,18955.0,117841.0,0.225,0.551,B,3,B3
967,20159,20159,Rice County,KS,9,Nonmetro,2122,9427,0,40262.0,53079.0,83656.0,176997.0,0.225,0.227,B,1,B1
1805,35019,35019,Guadalupe County,NM,9,Nonmetro,1002,4452,0,8473.0,38932.0,14469.0,61874.0,0.225,0.137,B,1,B1
1291,26121,26121,Muskegon County,MI,2,Metro,39507,175824,19,480203.0,630221.0,616714.0,1727138.0,0.225,0.278,B,1,B1
2416,46111,46111,Sanborn County,SD,10,Nonmetro,525,2330,0,15426.0,5268.0,11079.0,31773.0,0.225,0.486,B,3,B3
2519,47183,47183,Weakley County,TN,8,Nonmetro,7397,32902,4,205618.0,114812.0,100300.0,420730.0,0.225,0.489,B,3,B3
2527,48009,48009,Archer County,TX,2,Metro,1926,8560,0,53681.0,28326.0,109932.0,191939.0,0.225,0.28,B,1,B1
1971,37163,37163,Sampson County,NC,4,Nonmetro,13217,59036,5,378681.0,258376.0,121061.0,758118.0,0.224,0.5,B,3,B3
2077,39069,39069,Henry County,OH,6,Nonmetro,6208,27662,1,133729.0,49111.0,170628.0,353468.0,0.224,0.378,B,2,B2
2380,46039,46039,Deuel County,SD,10,Nonmetro,960,4295,0,23548.0,21211.0,19359.0,64118.0,0.224,0.367,B,2,B2
395,13017,13017,Ben Hill County,GA,8,Nonmetro,3850,17194,2,95056.0,63701.0,91909.0,250666.0,0.224,0.379,B,2,B2
2671,48297,48297,Live Oak County,TX,7,Nonmetro,2538,11335,0,55605.0,48286.0,496705.0,600596.0,0.224,0.093,B,1,B1
2319,45007,45007,Anderson County,SC,2,Metro,45533,203718,27,1068429.0,788823.0,1539600.0,3396852.0,0.224,0.315,B,1,B1
2268,42049,42049,Erie County,PA,2,Metro,60657,270876,8,845287.0,936010.0,736385.0,2517682.0,0.224,0.336,B,2,B2
2121,39157,39157,Tuscarawas County,OH,5,Nonmetro,20933,93263,6,418578.0,279061.0,649308.0,1346947.0,0.224,0.311,B,1,B1
305,08121,8121,Washington County,CO,10,Nonmetro,1079,4817,0,22450.0,15136.0,72893.0,110479.0,0.224,0.203,B,1,B1
738,18083,18083,Knox County,IN,8,Nonmetro,8135,36282,3,201204.0,131129.0,255461.0,587794.0,0.224,0.342,B,2,B2
1055,21125,21125,Laurel County,KY,8,Nonmetro,14054,62613,8,391450.0,194936.0,196561.0,782947.0,0.224,0.5,B,3,B3
1853,36051,36051,Livingston County,NY,1,Metro,13854,61834,3,88897.0,69842.0,41944.0,200683.0,0.224,0.443,B,3,B3
2383,46045,46045,Edmunds County,SD,8,Nonmetro,893,3986,0,24651.0,14111.0,37561.0,76323.0,0.224,0.323,B,2,B2
761,18129,18129,Posey County,IN,2,Metro,5649,25222,1,128017.0,48613.0,780659.0,957289.0,0.224,0.134,B,1,B1
484,13197,13197,Marion County,GA,2,Metro,1682,7498,0,45862.0,13242.0,20069.0,79173.0,0.224,0.579,B,3,B3
2133,40005,40005,Atoka County,OK,9,Nonmetro,3170,14143,2,80505.0,52668.0,17742.0,150915.0,0.224,0.533,B,3,B3
1380,27133,27133,Rock County,MN,6,Nonmetro,2174,9704,0,65672.0,28224.0,79272.0,173168.0,0.224,0.379,B,2,B2
1536,29107,29107,Lafayette County,MO,1,Metro,7373,32984,4,171387.0,105677.0,70496.0,347560.0,0.224,0.493,B,3,B3
